,cod_original,produto,preco_entrada,disponivel,total,data
94,15070300000610.0,PORTA FERR TIPO SUPORTE PARA BEDAME REF GHMR 20,1500.0,3.0,4500.0,2021-03-01
95,3101 - 310220,"BROCA 2,20MM DIN 338N HSS",1.7,7.0,11.9,2021-03-01
96,680012H11,M6800D012Z02H11L120 BDMT0703,115.0,1.0,115.0,2021-03-01
97,2262.0,PORTA FRESA ROSCADO BT 40 X M 12 (L=152MM) (L1=125MM)- 12.000RPM,237.13,1.0,237.13,2021-03-01
98,20213611.0,M170D052Z05F22 RDPX12T3,180.0,2.0,360.0,2021-03-01
99,28472.0,DGTR 20B 2D35 - EXT DIR DGN2,100.0,1.0,100.0,2021-03-01
100,SER25M16,SER 2525 M16 - EXT DIR 16ER,90.0,1.0,90.0,2021-03-01
101,890.0,MWLNL 2020 K08 - EXT ESQ WNMG0804,90.0,1.0,90.0,2021-03-01
102,4170499.0,WNMG080408ML WP25CT,21.95,4.0,87.8,2021-03-01
103,4170533.0,WNMG080408UR WP25CT,21.95,3.0,65.85,2021-03-01
104,301.0,FRESA RETA MICRO 2C D=0.6X1XX50X4,35.64,1.0,35.64,2021-03-01
105,19155.0,5322.331.07 MW 08,4.2,1.0,4.2,2021-03-01
106,2968513.0,TDS503A04800 WU25PD D=4.8 8XD COM REFRI,348.74,2.0,697.48,2021-03-01
107,422.0,FRESA RETA 55HRC 4C D=1X4X50X3,23.65,4.0,94.6,2021-03-01
108,530.0,FRESA TOROIDAL 55HRC 4C D=3X3X50X8 R0.5,34.61,5.0,173.05,2021-03-01
109,28484.0,DGTR 25B 2D35 - EXT DIR DGN2,100.0,1.0,100.0,2021-03-01
110,5873491.0,40120300T025 RETA 2C 30° D=3X3X75X25,39.6,9.0,356.4,2021-03-01
111,5873515.0,40021200T045 RETA 2C 30° D=12X12X100X45,111.5,4.0,446.0,2021-03-01
112,5873490.0,40020300T019 RETA 2C 30° D=3X3X63X19,39.6,10.0,396.0,2021-03-01
113,1985548.0,402116006RT ESF 2C 30° D=16X16X150X75,347.24,2.0,694.48,2021-03-01
114,19588.0,S12M SCLCR 06 - INT DIR CCMT0602,70.0,1.0,70.0,2021-03-01
115,MT1603,MT1603 CALÇO TNMG16,3.85,5.0,19.25,2021-03-01
116,5530408.0,FRESA ESFERICA 55HRC 2C D=4X8X75 H6,61.08,2.0,122.16,2021-03-01
117,171.0,FRESA ESFERICA 55HRC 2C D=8X8X60X16,78.65,1.0,78.65,2021-03-01
118,1991.0,"PORTA FRESA FACEAR BT 40 X 22,00MM (L1= 45,00MM) - 12.000RPM",144.42,1.0,144.42,2021-03-01
119,T80000,CHAVE TORX 8,3.8,22.0,83.6,2021-03-01
120,"PTM3,5X10","PARAFUSO TORX M3,5 X 10",1.65,30.0,49.5,2021-03-01
121,3102 - 320850,"BROCA 8,50MM DIN 338N HSS",11.91,1.0,11.91,2021-03-01
122,3102 - 320750,"BROCA 7,50MM DIN 338N HSS",8.58,1.0,8.58,2021-03-01
123,4143982.0,VDS201A07800 WU25PD D=7.8 3XD SEM REFRI,102.78,2.0,205.56,2021-03-01
124,3857.0,MORSA PRECISAO ABERT. 160MM/320MM - HVV-4,3250.0,1.0,3250.0,2021-03-01
125,28487.0,DGTR 25B 3D40 - EXT DIR DGN3,100.0,1.0,100.0,2021-03-01
126,3101 - 310300,"BROCA 3,00MM DIN 338N HSS",3.55,13.0,46.15,2021-03-01
127,3101 - 310350,"BROCA 3,50MM DIN 338N HSS",3.03,5.0,15.15,2021-03-01
128,3101 - 310400,"BROCA 4,00MM DIN 338N HSS",4.05,9.0,36.45,2021-03-01
129,3102 - 320420,"BROCA 4,20MM DIN 338N HSS",4.98,11.0,54.78,2021-03-01
130,3102 - 320500,"BROCA 5,00MM DIN 338N HSS",4.98,8.0,39.84,2021-03-01
131,3101 - 310550,"BROCA 5,50MM DIN 338N HSS",4.98,1.0,4.98,2021-03-01
132,3101 - 310600,"BROCA 6,00MM DIN 338N HSS",6.14,7.0,42.98,2021-03-01
133,3101 - 310280,"BROCA 2,80MM DIN 338N HSS",2.95,7.0,20.65,2021-03-01
134,3101 - 310200,"BROCA 2,00MM DIN 338N HSS",2.97,5.0,14.85,2021-03-01
135,3101 - 310160,"BROCA 1,60MM DIN 338N HSS",1.92,7.0,13.44,2021-03-01
136,3101 - 310170,"BROCA 1,70MM DIN 338N HSS",2.76,7.0,19.32,2021-03-01
137,744.0,FRESA RETA 55HRC 4C D=1X3X50X3,26.02,2.0,52.04,2021-03-01
138,3101 - 310120,"BROCA 1,20MM DIN 338N HSS",1.92,7.0,13.44,2021-03-01
139,648.0,FRESA TOROIDAL 45HRC 4C D=10X10X150X30 R0.5,209.0,1.0,209.0,2021-03-01
140,"PTM3,5X8","PARAFUSO TORX M3,5 X 8",1.65,28.0,46.2,2021-03-01
141,680012120.0,M6800D012Z01H11L120 BDMT11T3,127.0,3.0,381.0,2021-03-01
142,6101 - 111610,"MACHO M16 X 2,00MM**MANUAL C/3 PÇS",163.73,1.0,163.73,2021-03-01
143,1241.0,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M8)  -  6,00 X  4,90 - (M8)",174.31,1.0,174.31,2021-03-01
144,3101 - 311040,"BROCA 10,40MM DIN 338N HSS",15.37,1.0,15.37,2021-03-01
145,3484756.0,70N706002MT RETA 6C 20° X-FEED D=6X6X18X63,234.86,1.0,234.86,2021-03-01
146,3101 - 310310,"BROCA 3,10MM DIN 338N HSS",3.82,7.0,26.74,2021-03-01
147,3101 - 310510,"BROCA 5,10MM DIN 338N HSS",5.86,2.0,11.72,2021-03-01
148,3102 - 320800,"BROCA 8,00MM DIN 338N HSS",10.66,1.0,10.66,2021-03-01
149,3101 - 311180,"BROCA 11,80MM DIN 338N HSS",30.8,2.0,61.6,2021-03-01
150,3101 - 311250,"BROCA 12,50MM DIN 338N HSS",25.13,4.0,100.52,2021-03-01
151,3852769.0,MWLNR 2020 K06 - EXT DIR WNMG0604,90.0,1.0,90.0,2021-03-01
152,3101 - 311450,"BROCA 14,50MM DIN 338N HSS",83.2,1.0,83.2,2021-03-01
153,3102 - 321400,"BROCA 14,00MM DIN 338N HSS",41.4,1.0,41.4,2021-03-01
154,1175225.0,193.281 PARAFUSO TCF,6.41,10.0,64.1,2021-03-01
155,375120.0,BROCA MD D=12.0X71X118 5XD S/RI H12 DIN 6537L,361.0,2.0,722.0,2021-03-01
156,3101 - 310700,"BROCA 7,00MM DIN 338N HSS",7.51,5.0,37.55,2021-03-01
157,3101 - 311200,"BROCA 12,00MM DIN 338N HSS",26.92,1.0,26.92,2021-03-01
158,4171407.0,TNMG110304ML WK20CT,11.55,2.0,23.1,2021-03-01
159,1602544.0,401112005RT ESF 2C 30° D=12X12X100X45,171.44,6.0,1028.64,2021-03-01
160,1147.0,CHAVE ER-25 - PARA PORCA TIPO T2 (4 PONTAS),30.51,2.0,61.02,2021-03-01
161,13645.0,M690D040Z4ERM16SD1204 WBR D=40 Z=4 SDMT1204,205.0,2.0,410.0,2021-03-01
162,4158514.0,GT225025 WP31MG MACHO M10X1,313.55,1.0,313.55,2021-03-01
163,3101 - 310100,"BROCA 1,00MM DIN 338N HSS",4.87,10.0,48.7,2021-03-01
164,3607299.0,NG2M120RK TN6025,28.0,5.0,140.0,2021-03-01
165,3606929.0,NR2M075R TN6010,27.49,5.0,137.45,2021-03-01
166,00173C,"PORTA PINCA BT 40 X ER-40 (L1=70,00MM) - 12.000RPM",104.47,39.0,4074.33,2021-03-01
167,845.0,FRESA TOROIDAL 55HRC 4C D=1.5X4X50X64 R0.5,34.61,4.0,138.44,2021-03-01
168,3577930.0,"BDMT11T304ER-MS TN6425 R0,4",22.91,5.0,114.55,2021-03-01
169,4170537.0,RCMT0803M0 WP25CT,21.53,10.0,215.3,2021-03-01
170,1946.0,PORTA PINCA BT 40 X DMC 08 (L= 90MM) (L1= 53MM)- 30.000RPM (KOJEX),579.12,2.0,1158.24,2021-03-01
171,698574.0,M170D050Z05F22 RDPX12T3,140.0,1.0,140.0,2021-03-01
172,142.0,FRESA ESFERICA 55HRC 4C D=4X11X50 H4,36.3,1.0,36.3,2021-03-01
173,5520601.0,FRESA RETA 55HRC 2C D=6X20X75 H6,56.21,1.0,56.21,2021-03-01
174,32ER160,32ER160M ER D=16,24.94,1.0,24.94,2021-03-01
175,5542641.0,TCF120412FPV36 WU40PH,33.1,3.0,99.3,2021-03-01
176,5873499.0,40020500T020 RETA 2C 30° D=5X5X20X63,49.85,3.0,149.55,2021-03-01
177,5873507.0,40020800T028 RETA 2C 30° D=8X8X28X76,58.81,1.0,58.81,2021-03-01
178,9597.0,S08K SCLCR 06 - INT DIR CCMT0602,60.0,1.0,60.0,2021-03-01
179,40ER140,40ER140M ER D=14,28.05,1.0,28.05,2021-03-01
180,178.0,"CABECOTE BROQUEADOR DIAM.  50,00MM - CAPAC. 10,00 A 125,00MM",259.3,1.0,259.3,2021-03-01
181,2558654.0,"44315912 PN120 (ROSCA INTERNA 60º  ATÉ 3,00)",11.93,4.0,47.72,2021-03-01
182,5880431.0,40110400T019.. ESF 2C 30° D=4X4X63X19 *,43.46,2.0,86.92,2021-03-01
183,5826088.0,40040250T006.. RETA 4C 30° D=2.5X3X38X6 *,29.11,2.0,58.22,2021-03-01
184,5826086.0,40040150T004.. RETA 4C 30° D=1.5X3X38X4 *,29.11,8.0,232.88,2021-03-01
185,5880445.0,40111200T045.. ESF 2C 30° D=12X12X100X45 *,111.5,5.0,557.5,2021-03-01
186,2743597.0,FRESA ESFERICA 45HRC 2C D=4X6X76X12 *,35.0,8.0,280.0,2021-03-01
187,5873532.0,40121600T075 RETA 2C 30° D=16X16X150X75,321.99,5.0,1609.95,2021-03-01
188,5873495.0,40120400T031 RETA 2C 30° D=4X4X75X31,49.26,9.0,443.34,2021-03-01
189,3101 - 310980,"BROCA 9,80MM DIN 338N HSS",20.32,2.0,40.64,2021-03-01
190,5873531.0,40021600T056 RETA 2C 30° D=16X16X110X56,266.88,2.0,533.76,2021-03-01
191,5873504.0,40120600T038 RETA 2C 30° D=6X6X100X38,49.41,5.0,247.05,2021-03-01
192,5873494.0,40020400T019 RETA 2C 30° D=4X4X63X19,40.65,2.0,81.3,2021-03-01
193,5880411.0,40011600T032 ESF 2C 30° D=16X16X89X32,331.62,5.0,1658.1,2021-03-01
194,6101 - 103010,"MACHO M3 X 0,50MM*MANUAL C/3 PÇS",47.06,1.0,47.06,2021-03-01
195,5826063.0,40241600T075 RETA 4C 30° D=16X16X150X75,268.33,2.0,536.66,2021-03-01
196,3607433.0,NR2M150L TN6025,27.38,2.0,54.76,2021-03-01
197,MSP513,MSP513 PARAFUSO WNMG06,5.0,3.0,15.0,2021-03-01
198,719.0,HASTE CONICA PARA MANDRIL CM 5 X ENCAIXE B24,56.75,1.0,56.75,2021-03-01
199,333500.0,"BROCA DE CENTRO - DIN 333A - 5,00X12,5MM",25.88,2.0,51.76,2021-03-01
200,5550906.0,HNPJ0704ANSNGD WP40PM,28.31,37.0,1047.47,2021-03-01
201,6640.0,5322.270.01 SVJ16,10.0,1.0,10.0,2021-03-01
202,6337735.0,40040500T013R050 TIALN TORO 4C D=5X5X13X50 R0.5,48.99,3.0,146.97,2021-03-01
203,6337736.0,40040600T016R050 TIALN TORO 4C D=6X6X16X50 R0.5,49.55,4.0,198.2,2021-03-01
204,6337737.0,40040600T016R100 TIALN TORO 4C D=6X6X16X50 R1.0,49.55,1.0,49.55,2021-03-01
205,6337898.0,40140600T028R100 TIALN TORO 4C D=6X6X28X75 R1.0,52.67,8.0,421.36,2021-03-01
206,4148236.0,VDS202A09200 WU25PD D=9.2 5XD SEM REFRI,162.68,2.0,325.36,2021-03-01
207,6568514.0,024111-000080 K10F-DIA ESF 2C 20° D=8X8X44X80X8,325.16,4.0,1300.64,2021-03-01
208,MWLNL25M08,MWLNL 2525 M08 - EXT ESQ WNMG0804,100.0,2.0,200.0,2021-03-01
209,3413.0,"PINCA C-20 16,00MM - PORTA PINCA AUTO APERTO",81.46,1.0,81.46,2021-03-01
210,3101 - 310640,"BROCA 6,40MM DIN 338N HSS",7.15,6.0,42.9,2021-03-01
211,1239.0,"ADAPTADOR PARA MANDRIL TAM. 1 - 4,00 X 3,00 - (M3,5 - M4)",178.4,1.0,178.4,2021-03-01
212,680D16150,M680D016Z02H15L150 XDMT0903,85.0,3.0,255.0,2021-03-01
213,11ER070,11ER070M D=7,21.1,1.0,21.1,2021-03-01
214,3628.0,"HASTE PARALELA PARA MANDRIL 25,00MM X B16",34.95,1.0,34.95,2021-03-01
215,499.0,FRESA TOROIDAL 45HRC 4C D=8X8X100X20 R0.5,84.7,1.0,84.7,2021-03-01
216,02097P,"PORTA PINCA SK 50 X ER-40 (L1=100,00MM) - 12.000RPM",354.36,1.0,354.36,2021-03-01
217,3101 - 320620,BROCA 1/2MM DIN 338N HSS,24.13,4.0,96.52,2021-03-01
218,3607841.0,NTP2R TN6025,25.02,5.0,125.1,2021-03-01
219,PTM4X8,PARAFUSO TORX M4 X 8,1.65,20.0,33.0,2021-03-01
220,5472611.0,VTSFT6019 WU41EG 5/16-18 UNC 2B 3F D371 C FURO CEGO,66.5,1.0,66.5,2021-03-01
221,675.0,FRESA RETA 55HRC 4C D=2X8X50 H6,38.5,2.0,77.0,2021-03-01
222,1906441.0,MS1966 - M3X8,8.59,5.0,42.95,2021-03-01
223,"PTM4,5X10","PARAFUSO TORX M4,5 X 10",2.0,4.0,8.0,2021-03-01
224,PTM5X10,PARAFUSO TORX M5 X 10,2.0,15.0,30.0,2021-03-01
225,PTM5X12,PARAFUSO TORX M5 X 12,1.65,11.0,18.15,2021-03-01
226,533.0,FRESA TOROIDAL 55HRC 4C D=5X5X50X13 R0.5,41.0,1.0,41.0,2021-03-01
227,4173469.0,TDS504A05000 WU20PD D=5 12XD COM REFRI,470.34,1.0,470.34,2021-03-01
228,3899782.0,TDD106Z03000 WU20PD D=3.0 20XD COM REFRI,492.14,2.0,984.28,2021-03-01
229,5880430.0,40010400T012.. ESF 2C 30° D=4X4X50X12 *,43.46,4.0,173.84,2021-03-01
230,502.0,"PORCA T M  8 X 1,25",5.34,2.0,10.68,2021-03-01
231,680D32150,M680D032Z04H25L150 XDMT0903,150.0,4.0,600.0,2021-03-01
232,3101 - 310180,"BROCA 1,80MM DIN 338N HSS",1.92,7.0,13.44,2021-03-01
233,3101 - 310240,"BROCA 2,40MM DIN 338N HSS",1.74,7.0,12.18,2021-03-01
234,3101 - 310290,"BROCA 2,90MM DIN 338N HSS",2.24,5.0,11.2,2021-03-01
235,333400.0,"BROCA DE CENTRO - DIN 333A - 4,00X10,0MM",12.65,2.0,25.3,2021-03-01
236,2563995.0,CCMT09T308 PA120,7.42,13.0,96.46,2021-03-01
237,2024243.0,S25T SCLCR 09 - INT DIR CCMT09T3,166.5,1.0,166.5,2021-03-01
238,5826085.0,40040100T004.. RETA 4C 30° D=1X3X38X4 *,29.11,8.0,232.88,2021-03-01
239,5880444.0,40011200T025.. ESF 2C 30° D=12X12X76X25 *,98.65,10.0,986.5,2021-03-01
240,5880426.0,40010150T005.. ESF 2C 30° D=1.5X3X38X5 *,34.93,1.0,34.93,2021-03-01
241,5880438.0,40010800T020.. ESF 2C 30° D=8X8X63X20 *,57.05,5.0,285.25,2021-03-01
242,5880441.0,40011000T022.. ESF 2C 30° D=10X10X76X22 *,77.37,5.0,386.85,2021-03-01
243,5826087.0,40040200T006.. RETA 4C 30° D=2X3X38X6 *,29.11,3.0,87.33,2021-03-01
244,5880427.0,40010200T006.. ESF 2C 30° D=2X3X38X6 *,34.93,2.0,69.86,2021-03-01
245,5880442.0,40111000T032.. ESF 2C 30° D=10X10X89X32 *,83.82,3.0,251.46,2021-03-01
246,5880448.0,40011600T032.. ESF 2C 30° D=16X16X89X32 *,276.35,5.0,1381.75,2021-03-01
247,2743595.0,FRESA ESFERICA 45HRC 2C D=5X6X76X14 *,35.0,3.0,105.0,2021-03-01
248,4148195.0,VDS202A06200 WU25PD D=6.2 5XD SEM REFRI,124.37,1.0,124.37,2021-03-01
249,3101 - 310820,"BROCA 8,20MM DIM 338N HSS",11.07,4.0,44.28,2021-03-01
250,3101 - 310480,"BROCA 4,80MM DIN 338N HSS",3.41,3.0,10.23,2021-03-01
251,120543.0,DGTR 10B 2D30 - EXT DIR DGN2,100.0,4.0,400.0,2021-03-01
252,3101 - 310870,"BROCA 8,70MM DIN 338N HSS",13.18,4.0,52.72,2021-03-01
253,3101 - 310890,"BROCA 8,90MM DIN 338N HSS",11.0,3.0,33.0,2021-03-01
254,3101 - 311020,"BROCA 10,20MM DIN 338N HSS",23.36,4.0,93.44,2021-03-01
255,568497.0,"5513.020.18 (M4X0,5 - T15) P/ SIR 22",11.67,1.0,11.67,2021-03-01
256,TB41108,"BROCA 5,00MM DIN 340N TW204 (132X87)",35.38,1.0,35.38,2021-03-01
257,3101 - 310570,"BROCA 5,70MM DIN 338N HSS",4.38,7.0,30.66,2021-03-01
258,751.0,FRESA RETA 55HRC 4C D=1.5X3X5X4,23.65,2.0,47.3,2021-03-01
259,2261.0,PORTA FRESA ROSCADO BT 40 X M 12 (L=102MM) (L1= 75MM)- 12.000RPM,253.9,1.0,253.9,2021-03-01
260,1968107.0,401014014RT ESF 4C 30° D=14X14X63X20,59.23,9.0,533.07,2021-03-01
261,5427427.0,SDMX120408RMH WK15CM,25.25,10.0,252.5,2021-03-01
262,5873516.0,40121200T075 RETA 2C 30° D=12X12X150X75,120.0,3.0,360.0,2021-03-01
263,3101 - 310860,"BROCA 8,60MM DIN 338N HSS",11.86,2.0,23.72,2021-03-01
264,1656900.0,463301200RT RETA 3C 30° D=1.2X3X38X2 MICRO,35.09,1.0,35.09,2021-03-01
265,521.0,FRESA TOROIDAL 45HRC 4C D=10X10X25X75 R2,83.0,1.0,83.0,2021-03-01
266,3110138.0,WNMG080408-FR TN8135,10.98,3.0,32.94,2021-03-01
267,2278.0,PORTA FRESA ROSCADO SK 40 X M 16 (L= 94MM) (L1= 75MM)- 12.000RPM,253.9,1.0,253.9,2021-03-01
268,654.0,FRESA RETA 55HRC 4C D=4X6X50X11,38.5,1.0,38.5,2021-03-01
269,6172450.0,"VTSFT-TC6512 WU41EG M5X0,8 DIN 376 6H C FURO CEGO",63.0,2.0,126.0,2021-03-01
270,6172496.0,"VTSFT-TC6550 WU41EG M10X1,5 DIN 371 6H C FURO CEGO",92.24,3.0,276.72,2021-03-01
271,2006991.0,TCGT110204AL1 HWK10,21.62,9.0,194.58,2021-03-01
272,460.0,FRESA TOROIDAL 45HRC 2C D=12X12X75X30 R0.5,121.0,2.0,242.0,2021-03-01
273,5606.0,170.5.851R P/ KNUX-R,14.9,2.0,29.8,2021-03-01
274,3101 - 310790,"BROCA 7,90MM DIN 338N HSS",10.6,1.0,10.6,2021-03-01
275,4056187.0,M370D032Z04M16WO08 D=32 Z=4 M16 WOEJ0804 ROSCADO,769.88,1.0,769.88,2021-03-01
276,3772.0,PINO ADAPTADOR BT 50 PARA ISO 50 (DIN2080),42.76,1.0,42.76,2021-03-01
277,01078P,"PORTA BARRA BT 40 X 32,00MM (L1=100,00MM) - 12.000RPM",260.0,1.0,260.0,2021-03-01
278,"PTM2,5X5","PARAFUSO TORX M2,5 X 5",1.65,24.0,39.6,2021-03-01
279,19138.0,5322.234.01 CNMG12,6.3,4.0,25.2,2021-03-01
280,4144590.0,VDS201A18000 WU25PD D=18.0 3XD SEM REFRI,441.66,1.0,441.66,2021-03-01
281,4166523.0,TNMG160408-7N TN20P,16.47,9.0,148.23,2021-03-01
282,02000P,"PORTA FRESA FACEAR ISO 40 X 16,00MM (L1= 35,00MM)",157.25,1.0,157.25,2021-03-01
283,3955110.0,GT305090 GM6515 MACHO M8X1 HSS-E-PM,108.99,1.0,108.99,2021-03-01
284,TT16,TT16 CALÇO SER/SIR LT16,3.5,11.0,38.5,2021-03-01
285,SS04008,SS04008 PARAFUSO DO CALÇO SIR/SER,3.0,11.0,33.0,2021-03-01
286,149.0,FRESA ESFERICA 55HRC 2C D=10X10X100X20,151.25,1.0,151.25,2021-03-01
287,5608.0,CHAVE C-20 - PARA PORCA CONE AUTO TORQUE,34.34,1.0,34.34,2021-03-01
288,4148148.0,VDS202A03300 WU25PD D=3.3 5XD SEM REFRI,115.41,1.0,115.41,2021-03-01
289,WCT618,WCT618 PINO WWLN08,5.0,3.0,15.0,2021-03-01
290,2545216.0,70N106002RT ESF 2C 30° D=6X6X76X18,169.1,2.0,338.2,2021-03-01
291,3653427.0,WMTBR2525M319-100-205,374.67,1.0,374.67,2021-03-01
292,3653428.0,WMTBL2525M319-100-205,374.67,1.0,374.67,2021-03-01
293,5123901.0,RNGJ1204M0SMH WP25PM,33.14,2.0,66.28,2021-03-01
294,1021589.0,CHAVE TORX FT5,5.03,1.0,5.03,2021-03-01
295,4164793.0,TNGP160408 TN10U,21.36,8.0,170.88,2021-03-01
296,6429462.0,TCF120405ECV38 WU40PH,33.59,8.0,268.72,2021-03-01
297,4148022.0,VDS202A02300 WU25PD D=2.3 5XD SEM REFRI,113.58,2.0,227.16,2021-03-01
298,6429430.0,TCF080308DPV38 WU40PH,30.69,2.0,61.38,2021-03-01
299,2545214.0,70N104002RT ESF 2C 30° D=4,169.1,2.0,338.2,2021-03-01
300,3215025.0,M170D032Z03H25L150 RDPX12T3,150.0,2.0,300.0,2021-03-01
301,5366601.0,VTSPO9019 WP49EG M5/8-11 2B 3F SP PLUG DIN/ANSI HSS-E FURO PASSANTE,113.61,1.0,113.61,2021-03-01
302,6127848.0,HN60586197.. 2C ESFERICA D=6X6X28X76 *,73.95,2.0,147.9,2021-03-01
303,2225731.0,TNMG1604085 TN4000,12.61,80.0,1008.8,2021-03-01
304,CJTOMW0603,CONJUNTO GRAMPO PARAFUSO MW0603,15.0,1.0,15.0,2021-03-01
305,2564441.0,SOMT060204ML PA120,10.16,12.0,121.92,2021-03-01
306,TNMG160408 K,TNMG160408 WS6115,14.0,10.0,140.0,2021-03-01
307,557.0,FRESA TOROIDAL 63HRC 4C D=6X15X50X6 R1.0,85.91,2.0,171.82,2021-03-01
308,WNMG080408-RM,WNMG080408R-M WS8125,14.0,8.0,112.0,2021-03-01
309,4170570.0,DNMG150612MR WP25CT,37.47,19.0,711.93,2021-03-01
310,100TPKN16,SUPORTE TPKN1603 D=100 Z6 FC32 L50,390.0,1.0,390.0,2021-03-01
311,2018194.0,12748610000 W PARA TCF,6.81,10.0,68.1,2021-03-01
312,2018265.0,12148001300 W CHAVE TORX T8,6.89,10.0,68.9,2021-03-01
313,CNMG120408-BM,CNMG120408-BM WS7225,14.0,2.0,28.0,2021-03-01
314,1501 - 110110,"FRESA 20,00 MM 4C HSS",102.29,1.0,102.29,2021-03-01
315,S16Q09R,S16Q SCLCR 09 - INT DIR CCMT09T3,75.0,1.0,75.0,2021-03-01
316,6407888.0,TCF040204APV36 WN10PH,26.49,20.0,529.8,2021-03-01
317,4152709.0,GT025012 WP31MG MACHO M8X1 6H RHSF SBOT 374,169.5,3.0,508.5,2021-03-01
318,4166644.0,DCMT11T308-1P TN20P,16.0,2.0,32.0,2021-03-01
319,4171007.0,TNMG160408RH WP15CT,17.39,5.0,86.95,2021-03-01
320,6101 - 105010,"MACHO M5 X 0,80MM*MANUAL C/3 PÇS",60.36,1.0,60.36,2021-03-01
321,4143831.0,VDS403A08500 WU25PD D=8.5 8XD COM REFRI,349.89,1.0,349.89,2021-03-01
322,01926P,"PORTA PINCA BT 40 X ER-20 (L1= 70,00MM) - 12.000RPM",155.07,1.0,155.07,2021-03-01
323,5538559.0,TCF080308DPV34 WU40PH,30.69,2.0,61.38,2021-03-01
324,4166808.0,SNMG120408-6P TN10P,17.8,1.0,17.8,2021-03-01
325,100.110.1762,DCMT070204-MM-GP1225,8.7,10.0,87.0,2021-03-01
326,3850951.0,TDM190R5SCF25M W,911.74,1.0,911.74,2021-03-01
327,PCON001466,CABEÇOTES 60°,100.0,1.0,100.0,2021-03-01
328,3883343.0,TCGW16T308S01015M WBH25P,96.08,1.0,96.08,2021-03-01
329,561.0,FRESA TOROIDAL 55HRC 4C D=5X13X50X5 R1.0,40.59,2.0,81.18,2021-03-01
330,3859333.0,"BDMT070308ER-ML TN6405 R0,8",20.63,115.0,2372.45,2021-03-01
331,3955098.0,"GT305148 GM6515 MACHO M3X0,5 HSS-E-PM",77.26,2.0,154.52,2021-03-01
332,36524.0,S08K SDUCL 07,60.0,1.0,60.0,2021-03-01
333,BAP300D12,BAP300RD12Z01H11L150 APMT1135,75.0,1.0,75.0,2021-03-01
334,6121 - 130130,MACHO 1/2 *MANUAL  C/3 PÇS,83.43,1.0,83.43,2021-03-01
335,680D20200,M680D020Z03H19L200 XDMT0903,120.0,1.0,120.0,2021-03-01
336,680D16200,M680D016Z02H15L200 XDMT0903,105.0,1.0,105.0,2021-03-01
337,S20RSCLCR09,S20R SCLCR 09 - INT DIR CCMT09T3,80.0,1.0,80.0,2021-03-01
338,3686.0,"PORTA PINCA AUTO APERTO SK 40 X C-20 (L1=105,00MM)",843.33,1.0,843.33,2021-03-01
339,2588272.0,PINO SHIMPIN 73498715 (TNMG16 WIDIA),3.17,3.0,9.51,2021-03-01
340,3704.0,PINO ADAPTADOR BT40 PARA ISO 40 (DIN208),29.31,1.0,29.31,2021-03-01
341,1671.0,"LOCALIZADOR DE ARESTAS TEMPERADO, RETIFICADO, TOLERANCIA 0,005MM: CBQ-00",19.64,4.0,78.56,2021-03-01
342,627.0,SCGT09T308 AK JT1001,14.3,6.0,85.8,2021-03-01
343,3102 - 321000,"BROCA 10,00MM DIN 338N HSS",19.2,2.0,38.4,2021-03-01
344,5366668.0,VTSPO6510 WP49EG M3 ISO2 (6H) 2F DIN371 B FURO PASSANTE,46.39,4.0,185.56,2021-03-01
345,5368559.0,VTSPO6533 WP49EG M14 ISO2 (6H) 3F DIN376 B FURO PASSANTE,115.13,2.0,230.26,2021-03-01
346,5368565.0,VTSPO6535 WP49EG M16 ISO2 (6H) 3F DIN376 B FURO PASSANTE,159.78,3.0,479.34,2021-03-01
347,MW0603,MW0603 CALÇO MWLNR/L06,3.5,9.0,31.5,2021-03-01
348,1144.0,PORCA ER-11 T1 - SEXTAVADO,25.2,1.0,25.2,2021-03-01
349,3225150.0,M170D032Z03H25L150 RDPX1003,150.0,1.0,150.0,2021-03-01
350,502210.0,M170D050Z05F22 RDPX1003,180.0,1.0,180.0,2021-03-01
351,630522.0,M170D063Z05F22 RDPX1003,190.0,2.0,380.0,2021-03-01
352,252412.0,M170D025Z02H24L150 RDPX12T3,140.0,2.0,280.0,2021-03-01
353,DCGT11AK,DCGT11T304-AK WSK10,14.0,10.0,140.0,2021-03-01
354,2109974.0,12748610600 W  PARA RH12,20.65,7.0,144.55,2021-03-01
355,M1200D50,M1200D050Z04FC22L40 D=50 M1200 HNPJ0905,275.0,1.0,275.0,2021-03-01
356,WNMG0804 M,WNMG080404-BF WS7125,14.0,6.0,84.0,2021-03-01
357,S25SR09,S25S SCLCR 09 - INT DIR CCMT09T3,90.0,2.0,180.0,2021-03-01
358,MW0804,MW0804 CALÇO MWLNR/L08,4.5,14.0,63.0,2021-03-01
359,689.0,CHAVE PARA MANDRIL CAPAC. ATÉ 20MM,5.7,2.0,11.4,2021-03-01
360,6429460.0,TCF070304CCV38 WU40PH,27.27,10.0,272.7,2021-03-01
361,680D12150,M680D012Z02H11L150 XDMT0903,75.0,4.0,300.0,2021-03-01
362,3247.0,M6800D012Z02H12L120 BDMT0703,120.0,1.0,120.0,2021-03-01
363,6429452.0,TCF100408EPV38 WU40PH,30.69,7.0,214.83,2021-03-01
